1071337297,Klavier-Direktionsstimme,$,$,$,$4150129-9
7708045-2,Violaschule,$$,$$,$$,$$
4428237-0,Pitch class set theory,$4040876-0,$,$,$
4399106-3,Blasinstrumententechnik,$4210400-2,$,$,$
4210400-2,Instrumentaltechnik,$4210401-4$4161890-7,$$,$$,$$
4210401-4,Musikalische Technik,,,,
7601876-3,Konzertinaspiel,$4553638-7$,$$,$$,$$
4272558-6,Modalität,,,,
4153634-4,Falsobordone,$4185693-4$$,$$$,$$$,$$$
4579516-2,Cembalounterricht,$4027218-7,$,$,$
4123808-4,Musiklehre,$4040876-0,$,$,$
1076364144,Singstimme,$,$,$,$4156941-6
4170825-8,Musikgeschichte,$$,$$,$$,$$
7577563-3,Hornunterricht,$4027218-7,$,$,$
1143265769,Kinder-Singstimme,$$,$$,$$,$4156941-6$
4378872-5,Mensuralmusik,,,,
7632852-1,Soggetto,$4185693-4,$,$,$
4170806-4,Musikalischer Stil,,,,
7702958-6,Chiavette,$4392602-2$4135339-0,$$,$$,$$
4392602-2,Transposition,,,,
7633323-1,Oktatonik,$4060402-0,$,$,$
4060402-0,Tonleiter,$4185672-7,$,$,$
4185672-7,Tonfolge,,,,
7744006-7,Grave,$4184703-9,$,$,$
1026262216,Fallender Quintanstieg,$7591624-1,$,$,$
7630742-6,Ambitus,$4185678-8,$,$,$
4040814-0,Musikalische Analyse,,,,
4040876-0,Musiktheorie,$$,$$,$$,$$
4153800-6,Fauxbourdon,$4185693-4$$,$$$,$$$,$$$
7854926-7,Schizophonie,$4014234-6,$,$,$
4027219-9,Instrumentation,,,,
4188374-3,Violinspiel,$4183628-5,$,$,$
7682098-1,Alla breve,$4579513-7,$,$,$
4123807-2,Musikalische Akustik,$4000988-9$4140204-2,$$,$$,$$
4020105-3,Basso continuo,$4185693-4,$,$,$
1031503978,Scotch Snap,$4132330-0$4040802-4,$$,$$,$$
1023721678,Tropentechnik,$,$,$,$4191359-0
1052438679,Akkordeontechnik,$4210400-2,$,$,$
4363810-7,Episode,,,,
7628966-7,Gesangslehrer,$4140880-9$,$$,$$,$$
4383370-6,Flötenunterricht,$4027218-7,$,$,$
4659194-1,Flageolett-Ton,$4183628-5,$,$,$
4127833-1,Musikethnologie,$$4130526-7$4078931-7$,$$$$,$$$$,$$$$
7860475-8,Das Sonische,$4030933-2,$,$,$
1037221087,Sechzehnstimmigkeit,$4169330-9,$,$,$
1025203623,Luftgitarre,$4375360-7,$,$,$
7678110-0,Tonika,$4129028-8,$,$,$
4511003-7,Walking bass,$4028532-7,$,$,$
4185694-6,Tonsatzlehre,$$,$$,$$,$$
4817406-3,Fidelspiel,$4183628-5,$,$,$
7665911-2,Wolf,$4162149-9,$,$,$
7538821-2,Thematische Arbeit,$4133320-2,$,$,$
7852502-0,Orgelpunkt,$4185693-4,$,$,$
1025282728,Figuralmusik,$4169330-9,$,$,$
4158564-1,Guslespiel,$4183628-5,$,$,$
4222405-6,Klaviertechnik,$4210400-2,$,$,$
1218175524,None,$,$4162149-9,$,$
1024920909,Phrase,$4185672-7,$,$,$
1031690123,Untertonreihe,$4060412-3,$,$,$
4060412-3,Tonsystem,,,,
4169330-9,Mehrstimmigkeit,,,,
1036532348,Dafspiel,$,$,$,$1036532259
4289496-7,Grundton,$7714209-3,$,$,$
4202973-9,Außerschulische Musikerziehung,$4040843-7,$,$,$
1024250083,Klavierpedalspiel,$,$,$,$4030996-4
4462776-2,Klarinettenunterricht,$4027218-7$,$$,$$,$$
4817397-6,Vollplay-back,$,$4174903-0,$,$
7855030-0,Neunstimmigkeit,$4169330-9,$,$,$
7851465-4,Duodezime,$4162149-9,$,$,$
1036403335,Tombakspiel,$,$,$,$4197174-7
4197174-7,Trommelspiel,$4292966-0,$,$,$
1211562557,Ausführung,$4170800-3$4456788-1$$$$,$$$$$$,$$$4040802-4$$4040802-4$,$$$$$$
7746150-2,Doppelgriff,$4210400-2,$,$,$
1033269972,New Musicology,$4130526-7$,$$,$$,$$
4187725-1,Vergleichende Musikwissenschaft,$,$,$,$
4191359-0,Zwölftontechnik,$$,$$,$$,$$
4535107-7,Geläute,$,$,$,$
7850751-0,Tonika-Do-Methode,$4195059-8,$,$,$
4415309-0,Variable Metren,$4169744-3$4579513-7,$$,$$,$$
4169744-3,Metrik,,,,
4134374-8,Absolutes Gehör,$4025405-7$,$$,$$,$$
4579519-8,Kontrabassunterricht,$4027218-7,$,$,$
4239993-2,Akkordeonspiel,$4553638-7,$,$,$
4362002-4,Saxofonspiel,$4145836-9,$,$,$
4396374-2,Drehleierspiel,$4183628-5,$,$,$
4184689-8,Temperatur,$4122368-8,$,$,$
4458733-8,Contratenor,,,,
7661589-3,Scherzando,$4188736-0,$,$,$
4188736-0,Vortragsbezeichnung,$4135339-0$4246607-6,$$,$$,$$
4246607-6,Artikulationsanweisung,,,,
4122037-7,Affektenlehre,,,,
4184703-9,Tempo,,,,
1071337335,Violin-Direktionsstimme,$,$,$,$4150129-9
4129030-6,Harmonik,$,$,$,$
1185603441,Biomusikologie,$4140204-2$4006851-1,$$,$$,$$
4620027-7,Melos,,,,
7576615-2,Kopfstimme,$4057587-1,$,$,$
4579515-0,Violaunterricht,$4027218-7$,$$,$$,$$
4139777-0,Musikkritik,$4142445-1$4033229-9$4049712-4$4170833-7,$$$$,$$$$,$$$$
4161890-7,Instrumentalspiel,,,,
4376004-1,Finger-Picking,$4021101-0,$,$,$
4021101-0,Gitarrenspiel,$4375559-8,$,$,$
4375559-8,Zupfinstrumentenspiel,$4161890-7,$,$,$
1047832313,Römische Schule,$4049450-0$,$$,$$,$$
4359297-1,Akkordeonunterricht,$4027218-7,$,$,$
4461580-2,Streichinstrumententechnik,$4210400-2,$,$,$
4185656-9,Tonart,$$,$$,$$,$$
4229409-5,Violintechnik,$4210400-2,$,$,$
7628922-9,Gitarrenlehrerin,$4395042-5$,$$,$$,$$
4207967-6,Bogenführung,$4183628-5,$,$,$
7758783-2,Udspiel,$4461709-4,$,$,$
4461709-4,Lautenspiel,$4375559-8,$,$,$
4255527-9,Musikgeografie,,,,
1193518989,Ohrwurm,$4035669-3,$,$,$
7628925-4,Orgellehrer,$4140880-9$$,$$$,$$$,$$$
7748501-4,Daumenlage,$7714067-9,$,$,$
7672457-8,Fundamentalbass,$4129028-8,$,$,$
4391281-3,B-A-C-H,$4694597-0,$,$,$
1124403493,Pandiatonik,$$,$$,$$,$$
7748498-8,Blastbeat,$7748500-2,$,$,$
4579517-4,Fagottunterricht,$4027218-7,$,$,$
4128846-4,Musikanthropologie,$4002230-4,$,$,$
4555595-3,Kirchenmusikschule,$4143496-1,$,$,$
105243861X,Saxofontechnik,$4210400-2,$,$,$
7529265-8,TaKeTiNa,$4049867-0,$,$,$
4211398-2,Durchbrochene Arbeit,$4211399-4$4027219-9,$$,$$,$$
7748496-4,Bassgitarrentechnik,$4507801-4,$,$,$
4792216-3,Polyrhythmus,$$$,$$$,$$4040802-4$,$$$
4423355-3,Pattern,,,,
4170836-2,Musikwissenschaftler,$4066567-7$,$$,$$,$$
1059423707,Orgelschule,$$,$$,$$,$$
4116651-6,Stylus phantasticus,$,$,$,$4170806-4
4193759-4,Musikphilologie,$$,$$,$$,$4456406-5$4174271-0
4114218-4,Klavierunterricht,$4027218-7$,$$,$$,$$
4507801-4,Gitarrentechnik,$4210400-2,$,$,$
1066342369,Kombinationston,$,$4185645-4,$,$
7662328-2,Kuduro,$4170806-4,$,$,$
1206375418,Soundscape,$$,$4030933-2$4259796-1,$$,$$
4472837-2,Pizzicato,$4183628-5,$,$,$
4325462-7,Trompetenunterricht,$4027218-7,$,$,$
7628979-5,Instrumentallehrerin,$4395042-5$,$$,$$,$$
1144915007,D-Dur,$$,$$,$$,$4413226-8$4185656-9
4413226-8,Dur,$4300699-1,$,$,$
4300699-1,Tongeschlecht,,,,
4140179-7,Tonmalerei,$,$,$,$
7628955-2,Kompositionslehrer,$4140880-9$4040841-3,$$,$$,$$
4150157-3,Diskant,,,,
4172811-7,Orgelpedalspiel,$,$,$,$4043856-9
4998007-5,Akkordeonlehrer,$4140880-9,$,$,$
4579520-4,Saxofonunterricht,$4027218-7,$,$,$
1066282323,Mädchenstimme,$,$,$4156941-6,$
4153457-8,Faburden,$4185693-4$$,$$$,$$$,$$$
4170584-1,Sujet,$4040360-9,$,$,$
4186233-8,Tristan-Akkord,,,,
1073235610,Fortspinnung,$4139233-4,$,$,$
4493680-1,Jazzforschung,$,$,$,$4456406-5
4348454-2,Blockflötenunterricht,$4383370-6,$,$,$
4170337-6,Modus,$$,$$,$$,$$
7853923-7,Verminderter Septakkord,$7853918-3,$,$,$
4075127-2,Musikhören,,,,
4189860-6,Wiener Schule,$$,$$,$$,$$
1165084775,Tonfeld-Analyse,$,$,$4040814-0,$
7851491-5,c-Moll,$4413236-0$4185656-9,$$,$$,$$
4413236-0,Moll,$4300699-1,$,$,$
4679314-8,Dorischer Kirchenton,$4195058-6,$,$,$
7699372-3,Cantabile,$4188736-0,$,$,$
1033584215,Chorsatz,$4131189-9$4169330-9$4285138-5$,$$$$,$$$$,$$$$4185693-4
4156944-1,Gesangsübung,$,$,$,$4124195-2
1036617025,Tombak,$,$,$,$4117255-3
4164918-7,Kompositionslehre,$$,$$,$$,$$
4733319-4,Raumklang,$4048567-5,$,$,$
1231283521,UPIC,$$$$$$,$$$$$$,$$$$$$4139030-1,$$$$$$
7860057-1,Banjounterricht,$4027218-7,$,$,$
4027218-7,Instrumentalunterricht,$4040843-7,$,$,$
4156941-6,Singstimme,$,$,$,$4057587-1
7851493-9,Sextakkord,$4141705-7,$,$,$
1073146707,Oktavregel,$,$,$,$7675044-9
7621227-0,Tenorhornspiel,$4677301-0,$,$,$
4677301-0,Blechblasinstrumentenspiel,$4145836-9,$,$,$
4030933-2,Klang,$4129541-9,$,$,$
4223645-9,Violaspiel,$4183628-5,$,$,$
1138736368,Halbverminderter Septakkord,$,$,$,$7853918-3
1058986295,Bağlamaspiel,$,$,$,$7556571-7
7556571-7,Sazspiel,$4461709-4,$,$,$
7588962-6,Keyboardunterricht,$4027218-7,$,$,$
4210398-8,Fagotttechnik,$4210400-2,$,$,$
4147125-8,Caecilianismus,$,$,$,$
7654069-8,Metronomangabe,$4188736-0,$,$,$
1076381510,Schenkerian analysis,$$4040876-0$,$$$,$$$4040814-0,$$$
7855125-0,Elementare Musikpädagogik,$4040843-7,$,$,$
4127817-3,Musikpsychologie,$4140204-2$4033669-4$,$$$,$$$,$$$
4588914-4,Mixolydischer Kirchenton,$4195058-6,$,$,$
4553638-7,Tasteninstrumentenspiel,$4161890-7,$,$,$
4164006-8,Klangfarbe,$4030933-2,$,$,$
7851492-7,Es-Dur,$4413226-8$4185656-9,$$,$$,$$
4173580-8,Pause,,,,
4579513-7,Takt,,,,
7628978-3,Instrumentallehrer,$4140880-9$,$$,$$,$$
7852066-6,Ionischer Kirchenton,$4195058-6,$,$,$
1036532259,Rahmentrommelspiel,$,$,$,$4197174-7
7629122-4,Orgellehrerin,$4395042-5$,$$,$$,$$
1076363903,Sprechstimme,$,$,$,$4057587-1
4178143-0,Riff,$4172956-0,$,$,$
4040848-6,Musikhochschule,$4072560-1,$,$,$
7849200-2,Bandoneonspiel,$4553638-7$,$$,$$,$$
7651011-6,Doppelstrich,$4579513-7,$,$,$
4353776-5,Oboentechnik,$4210400-2,$,$,$
4172956-0,Ostinato,$4185693-4,$,$,$
4335584-5,Xylofonspiel,$,$,$,$4292966-0
7714067-9,Lage,$4461580-2,$,$,$
4648709-8,Musikwissenschaftlerin,$4136652-9$,$$,$$,$$
7673563-1,Variante,$4129028-8,$,$,$
4150917-1,Dynamik,,,,
7708039-7,Tonwort,$4195059-8,$,$,$
4040871-1,Musikstudium,$4058216-4,$,$,$
4184445-2,Tanzsatz,$4040821-8,$,$,$
4030996-4,Klavierspiel,$4553638-7,$,$,$
7859589-7,Klavierschule,$$,$$,$$,$$
1027975399,Rasgueado,$4507801-4,$,$,$
1071414070,Gesangspartitur,$,$,$,$4164058-5
7628213-2,New Complexity,$4040802-4,$,$,$
4235956-9,Klavichordspiel,$4553638-7,$,$,$
4756292-4,Doppelter Kontrapunkt,$4032307-9,$,$,$
4147475-2,Cent-System,$$$$4123807-2,$$$$,$$$4040802-4$,$$$$
4063391-3,Verzierung,$4135339-0$$,$$$,$$$4040802-4,$$$
7748502-6,Elektrobasstechnik,$,$,$,$4507801-4
110347894X,a-Moll,$$,$4413236-0$4185656-9,$$,$$
4195308-3,Musikalische Semiotik,,,,
4338342-7,Viola-da-Gamba-Spiel,$4183628-5,$,$,$
7853918-3,Septimenakkord,$7851469-1,$,$,$
4183628-5,Streichinstrumentenspiel,$4161890-7,$,$,$
1143635795,Luftsäule,$,$,$,$4141521-8
7670556-0,Relatives Gehör,$4025405-7$,$$,$$,$$
7644081-3,Andante,$4184703-9,$,$,$
4503145-9,Harmoniumspiel,$4553638-7,$,$,$
7699110-6,Mediante,$4141705-7,$,$,$
4517736-3,Violoncellotechnik,$4210400-2,$,$,$
1229103155,Flageolettspiel,$,$4145836-9,$,$
1036527085,Tarspiel,$,$,$,$4461709-4
4156331-1,Gehörbildung,$4040843-7,$,$,$
7648495-6,Terz,$4162149-9,$,$,$
7591641-1,Neue Einfachheit,$4040802-4,$,$,$
1046434705,Parallelbewegung,$4183343-0,$,$,$
4183343-0,Stimmführung,$4185693-4,$,$,$
4188378-0,Violoncellounterricht,$4027218-7,$,$,$
1036555100,Kamānčespiel,$,$,$,$4183628-5
7523694-1,Tapping,$4507801-4,$,$,$
1063927889,Hexatonik,$,$,$,$4060402-0
4644400-2,Männer-Singstimme,$,$,$4156941-6,$
1158607997,Optical Music Recognition,$,$,$,$4310936-6
4235155-8,Frauen-Singstimme,$,$,$4156941-6,$
4040821-8,Musikalische Form,,,,
4174562-0,Phrasierung,$$,$$,$$4040802-4,$$
1076364136,Singstimme,$,$,$,$4156941-6
7683289-2,Modalnotation,$4135339-0,$,$,$
4193286-9,Oktave,$4162149-9,$,$,$
4875782-2,Vibrafonspiel,$4292966-0,$,$,$
4133320-2,Komposition,$4235850-4,$,$,$
4579518-6,Viola-da-Gamba-Unterricht,$4027218-7,$,$,$
1115344528,Acciaccatura,$,$,$,$4063391-3
4383864-9,Kontrabassspiel,$4183628-5,$,$,$
7588966-3,Schlagzeugunterricht,$4027218-7,$,$,$
4456406-5,Historische Musikwissenschaft,$4130526-7,$,$,$
1076364128,Singstimme,$,$,$,$4156941-6
4130526-7,Musikwissenschaft,$,$,$,$
4175288-0,Polyfonie,$$,$$,$$,$4169330-9$
4129028-8,Harmonielehre,$4164918-7$4185694-6$$,$$$$,$$$$,$$$$
4127519-6,Musikalische Semantik,,,,
7675041-3,Sekunde,$4162149-9,$,$,$
7675044-9,Satzmodell,$4185693-4,$,$,$
4197967-9,Historische Musikpraxis,$4170800-3,$,$,$
4338470-5,Oberton,$7714209-3,$,$,$
4195059-8,Solmisation,$,$,$,$4501153-9
4579521-6,Oboenunterricht,$4027218-7,$,$,$
7854940-1,Unterton,$7714209-3,$,$,$
4432529-0,Posaunenunterricht,$4027218-7,$,$,$
1172477701,Ganga,$$,$4063852-2$,$$,$$
1172129088,Miniatur,$,$,$,$4040821-8
7504909-0,Wort-Ton-Verhältnis,$4127519-6,$,$,$
4251305-4,Unisono,$,$,$,$
4375078-3,Adagio,$4184703-9,$,$,$
7504359-2,Diferencia,,,,
4208236-5,Orgelunterricht,$4027218-7$$,$$$,$$$,$$$
7678155-0,Dominante,$4129028-8,$,$,$
1033761672,Meisterklasse,$4072560-1,$,$,$
7628964-3,Gesangslehrerin,$4395042-5$,$$,$$,$$
7714209-3,Teilton,$4185645-4,$,$,$
4503146-0,Harmoniumunterricht,$4027218-7,$,$,$
7588790-3,Ursatz,$4185693-4,$,$,$
7857503-5,Melody lead,$4030996-4,$,$,$
1125458119,Ganzton,$,$,$,$4162149-9
7644156-8,Klumpenhouwer Network,$4040876-0,$,$,$
1045123625,Äolischer Kirchenton,$,$,$,$4195058-6
7701758-4,Sexte,$4162149-9,$,$,$
7863018-6,Musikalische Interpretationsforschung,$,$,$,$4456406-5
4150129-9,Direktionsstimme,$,$4173447-6,$,$
1031435948,Meisterkurs,$4040843-7,$,$,$
1212530810,Rhythmusgruppe,$$,$$,$$,$4170827-1$4135647-0
7628921-7,Gitarrenlehrer,$4140880-9$,$$,$$,$$
4160611-5,Homofonie,$4169330-9,$,$,$
1073935019,Klavierbearbeitung,$4030993-9$4120981-3,$$,$$,$$
4501153-9,Solfège,,,,
1057860603,Lydischer Kirchenton,$,$,$,$4195058-6
4043842-9,Organum,$,$,$,$
4488181-2,Gegenbewegung,$4183343-0,$,$,$
4147471-5,Cembalospiel,$4553638-7,$,$,$
7675310-4,Quintfallsequenz,$7591624-1,$,$,$
4185702-1,Tonverwandtschaft,,,,
4615610-0,Paraphrase,$$,$$,$$4040802-4,$$
7703222-6,Klavarskribo,$4135339-0,$,$,$
4063585-5,Violoncellospiel,$4183628-5,$,$,$
4374534-9,Musikalisches Signal,$$,$$,$$,$4054936-7$
1036986756,Sound Studies,$4030933-2,$,$,$
7576845-8,Bruststimme,$4057587-1,$,$,$
4817394-0,Halb-Play-Back,$,$,$,$4174903-0
4325463-9,Paukenunterricht,$4027218-7,$,$,$
4137270-0,Proportion,$,$,$,$
1132666368,Ausführender,$,$,$,$
1142249018,Anschlag,$4003093-3,$,$,$
4003093-3,Artikulation,$$,$$,$$4040802-4,$$
7748500-2,Schlagzeugtechnik,$4210400-2,$,$,$
7851472-1,Subdominante,$4129028-8,$,$,$
7749132-4,Slap and pop,$7748496-4$,$$,$$,$$
4185693-4,Tonsatz,,,,
4298976-0,Gruppenimprovisation,$4127993-1,$,$,$
7854813-5,Beatboxing,$4156939-8$4303517-6,$$,$$,$$
4156939-8,Gesangstechnik,,,,
1044191449,Mizhavuspiel,$,$,$,$4292966-0
4032307-9,Kontrapunkt,$4417904-2$4133320-2,$$,$$,$$
4170819-2,Musikerlebnis,$4127817-3,$,$,$
1058099248,Stufentheorie,$,$4129030-6,$,$
4344715-6,Begleitung,$,$,$,$
4698360-0,Flötentechnik,$4210400-2,$,$,$
7851469-1,Vierklang,$4141705-7,$,$,$
4152316-7,Ensemblespiel,,,,
4139233-4,Melodie,,,,
4257941-7,Allegro,$4184703-9,$,$,$
4306030-4,Rohrblattinstrumenttechnik,$4210400-2,$,$,$
7702362-6,Ansatz,$$,$$,$$4040802-4,$$
7749133-6,Slap-Bass-Technik,$4246774-3$7748502-6$,$$$,$$$,$$$
4174903-0,Play-back-Verfahren,$,$,$,$4052020-1
4375360-7,Elektrogitarrenspiel,$4021101-0,$,$,$
